,a,b,y
63,0.356780146987098,0.749104505868111,0.3078314980706692
64,0.2809556300118256,0.8104210024810676,0.2998094894250629
65,0.542736882408451,0.9013873498522298,0.5249286995205084
66,0.1409348194914595,0.6268992640249965,0.1483999936510389
67,0.8022572889750591,0.3334646161394854,0.3246546471560175
68,0.0745562483090627,0.4272466324921062,0.0633821326355005
69,0.9869611295941606,0.9697630927419956,0.9637073346204612
70,0.7723028257458154,0.8812113704918844,0.6881820047344
71,0.1987306207442785,0.4635388198756179,0.1103986471985441
72,0.005522532269842,0.9430892746294484,0.2265079589954242
73,0.8155227338813565,0.8229777975042115,0.67573959822492
74,0.7069104845474012,0.9011149600831836,0.6508402718398776
75,0.7290619739383788,0.6829962578193595,0.5018693183108673
76,0.7713283298791634,0.8576779320498261,0.6679326904181792
77,0.0740502183235057,0.8917909800603301,0.2348091173819402
78,0.3584926775741289,0.0920191475161257,0.0510841693434458
79,0.1158777704240969,0.965243861242733,0.2942058899422125
80,0.8631683129711812,0.3336223910257534,0.3605067686653777
81,0.6233449856441523,0.4399117622837906,0.2845501718405879
82,0.33092290137512,0.7919258164111651,0.3173489278061799
83,0.0635631285276882,0.6649148252004471,0.1335782944772983
84,0.3110057009991064,0.8930847871979957,0.3649339678599948
85,0.3252077689246127,0.4005849081208099,0.1325908030928069
86,0.7296610292683419,0.3732985610236115,0.3061954019869536
87,0.6376054021724782,0.0316897321837689,0.1127464385115509
88,0.8872794421818527,0.4627382651482777,0.4587315065740459
89,0.4722504257219845,0.7240909381675568,0.3602472437682852
90,0.1196032368923812,0.3011871064798613,0.0445683443412747
91,0.7132984081232238,0.4627394021841305,0.348116247544266
92,0.7608422435377973,0.2194038794607959,0.2418494015984643
93,0.5613193937259221,0.7728093306453669,0.4480070313853482
94,0.7710251403560621,0.0605132467943422,0.1740336173243886
95,0.4938327193337841,0.7054027023223903,0.361991709200773
96,0.5227721278183692,0.3789505665156655,0.204658046635723
97,0.4275731603870646,0.0415972279794046,0.0554026301212902
98,0.0254210377240048,0.8534933593282527,0.1944458249489768
99,0.1078995381432854,0.4877354478971174,0.0893016754114368
100,0.0314315484957728,0.599335662691797,0.1001481256143795
101,0.6364582558464233,0.7320510810738362,0.4713929334705343
102,0.3143796139874948,0.6550926790565159,0.2365724289248845
103,0.5086089249082628,0.7308772276690839,0.3866990868526433
104,0.9076347037010892,0.7623029167204831,0.7019154651703253
105,0.2493109706440621,0.5891679404424527,0.1769614714361864
106,0.4104137751388149,0.3656480151673711,0.1515924317599572
107,0.7556079399847743,0.243148922053794,0.2510701659884745
108,0.2288153662673226,0.9029283855848492,0.3223996452286012
109,0.0769856970874431,0.9699518603504614,0.2758958650319125
110,0.2897732360855852,0.3576727172247845,0.1055104072922933
111,0.1612334076798574,0.1123138573088383,0.0188342001371092
112,0.929767545913409,0.222543525539356,0.3342050115464449
113,0.8081811330995591,0.6706860263582811,0.5504812380022367
114,0.6334513750563151,0.1729381867420078,0.1636681451446288
115,0.8715261055650424,0.7801440021248001,0.6866439270068467
116,0.803732496016119,0.9230559494124042,0.7505260845084694
117,0.1865840850025843,0.963678356057482,0.3330380580740791
118,0.8926261000207056,0.0093257657220116,0.2047541428864197
119,0.539382789028032,0.9581808528131164,0.5644980230590737
120,0.8075008575607381,0.7402150360666312,0.6029311111494392
121,0.8961586670084686,0.0840525733491979,0.2418290288241042
122,0.3180273820973127,0.4152520346408418,0.13534051243343
123,0.1100601981013092,0.7000649732315969,0.1651982045747378
124,0.2279522984380999,0.9567121396122208,0.3532559201766025
125,0.427139898085072,0.164145965508567,0.0879978281212797
126,0.818076263305909,0.1277368397341462,0.2251550822227886
127,0.8607952919644272,0.4723602097369801,0.4473441197161844
128,0.0069526531841483,0.9681258585917754,0.2393236032870184
129,0.5107856999561996,0.9714062714794296,0.5529697863209962
130,0.4174423836147216,0.2279210892551374,0.1048307828771748
131,0.2221245082734462,0.3193560428778022,0.0737998565489755
132,0.1198743786703484,0.9080572774298536,0.2659685849248688
133,0.3376405529132384,0.7348619586917834,0.2895278532635487
134,0.9429805907497788,0.9723435109836244,0.9233598046616812
135,0.3232272300352405,0.8931732402411428,0.3724336308892403
136,0.5188296238092297,0.2151020414717507,0.1355778831027808
137,0.7030718110297173,0.7597480203947216,0.5386027639479485
138,0.3636569396230827,0.0485665842673165,0.0427696736259015
139,0.9718551401495394,0.8178555581713793,0.8062133819310965
140,0.962519650592376,0.6015735178504323,0.6157530873878495
141,0.2518012245208214,0.95612759330648,0.3672660389809686
142,0.4972858884474366,0.96005919564457,0.5345858134520889
143,0.3009009294925397,0.0508165243983097,0.031135749919772
144,0.2848619083492256,0.160525956626167,0.0499294894653612
145,0.0368897204716438,0.4842205341350442,0.0683538504151448
146,0.6096101603061749,0.8795180218379643,0.5581539382542129
147,0.5027168140437885,0.8144678273687422,0.4367010972406404
148,0.0514826213616734,0.9643968873434008,0.2597699866076441
149,0.2786674125485032,0.6181013328603145,0.2024206471337181
150,0.9083341683226204,0.2565706657299597,0.341550950763656
151,0.2395799006468113,0.0251073388106461,0.0176333756032374
152,0.1449057651164778,0.2229326999830062,0.0340568711006432
153,0.4894895567576715,0.6752920066133893,0.3414902878827504
154,0.9857245541469516,0.9263006232534104,0.9201797619446236
155,0.2420734689407646,0.3209126055689775,0.0797782096908241
156,0.6721860777620385,0.8757287216391265,0.6030910869220014
157,0.7616768729913566,0.3949092476031103,0.3366941246083678
158,0.2376554093021296,0.3082798357733746,0.0750189579054952
159,0.728271095056381,0.5088584158520238,0.3852235163710341
160,0.3678107822205446,0.4422858112335621,0.1651815754175393
161,0.6323533665986982,0.9138253209574112,0.6017404539855292
162,0.6335773387758781,0.4682699899598417,0.3055806606340504
163,0.5358149629823573,0.2773431119587155,0.1664292009061318
164,0.0902965579326213,0.8425890458245391,0.2190581714771023
165,0.8353652926437404,0.9987773302370134,0.8467479237937838
166,0.3208041808379396,0.6481894729641922,0.2363387378284627
167,0.1865325326410484,0.2504683451390078,0.0480677427380003
168,0.0407782069817201,0.2388217288269101,0.0196777208117976
169,0.590937365821425,0.0577083035434027,0.105897145350905
170,0.6776153003302963,0.0772951913886073,0.1434368309378396
171,0.0165890759812323,0.9150085805800504,0.2184553561504454
172,0.5121315568502397,0.0964897945442914,0.0932323079049496
173,0.2265128028826567,0.4843573389035043,0.1271961902498399
174,0.645221293737402,0.6981412247638079,0.4542274392204363
175,0.1743795376670671,0.8503784680521494,0.2643274703550076
176,0.6909896819851031,0.1712757207333504,0.1871352652191801
177,0.386764420606849,0.4377908727534363,0.1711303121603386
178,0.9368004109903102,0.2514871995942049,0.3553999708085256
179,0.1375312828080592,0.2558302155114533,0.0389471768352013
180,0.3410919920154764,0.3038477704468155,0.1046943445717213
181,0.1134820520458189,0.5871325676058184,0.1235544488244046
182,0.9247631356520314,0.0165779334246675,0.2230284609148771
183,0.8774053107167753,0.4087776718495989,0.4163745080863638
184,0.2579610194619056,0.1868353390887401,0.0497972388153643
185,0.6600336628548259,0.9671454460588514,0.6664394558955405
186,0.8172836380004773,0.5827453902432248,0.4933518266500047
187,0.5552425509403717,0.8681196482474326,0.5099428138879822
188,0.5296903968605745,0.1956954374026175,0.1324386606118004
189,0.2418704730698734,0.8100382610213922,0.2785180369857681
190,0.0931097671619589,0.4147940144102798,0.0649324832324247
191,0.897283209573728,0.1776996382520363,0.2908542503865615
192,0.900485749528802,0.7612664056612971,0.6950513355580068
193,0.6331490530926602,0.7620323222211374,0.4899472691604149
194,0.3390552789077444,0.9959156457360624,0.4485799198183549
195,0.349235827775803,0.7809590135621897,0.3215145226895227
196,0.7260102553602812,0.1452712941150255,0.1910686515313827
197,0.8971777036417633,0.3225537257559576,0.3744594969940226
198,0.8871531143741821,0.4517394994251913,0.4512018902379799
199,0.7799341759795461,0.1266563334220426,0.2068681495180262
200,0.6420799133347269,0.7880609240187382,0.5148086274811209
201,0.084146290538185,0.526713208261755,0.0939255302356155
202,0.1616408651503352,0.944475875234756,0.3079658623843245
203,0.8986217407691093,0.5893245587658945,0.5572580434486569
204,0.6064746502796496,0.5229136482596759,0.3210488728390471
205,0.0091977430401016,0.0714271423667767,0.001636214308242
206,0.1014791713767111,0.1493500647369727,0.0158360307379936
207,0.6635516503869664,0.8495497389604111,0.5762682455655436
208,0.0050619643701107,0.9907035715278246,0.2495862336860572
209,0.1608201407767698,0.4151907000520552,0.0835134630296842
210,0.5487750425244063,0.8101086473829789,0.4647877006734236
211,0.691947213556011,0.6276032467329361,0.4382653192515823
212,0.6520102731796369,0.9590859867407756,0.6533305986093575
213,0.2242861697622155,0.2381438683776264,0.0538243497987401
214,0.7122327621397814,0.5448509185400816,0.3977514238656484
215,0.2372669236028297,0.4088072046992342,0.1050645633710024
216,0.3254241613240353,0.5417310645790094,0.1892713677940961
217,0.7465475254596972,0.2688655720326952,0.2595146957754941
218,0.6496817376808636,0.4977600266425991,0.3313940356850187
219,0.849287254106612,0.6248215496494642,0.5469429804844395
220,0.6576623308604547,0.0812181461386296,0.137410035484167
221,0.5683513281046736,0.7430079495346278,0.4328448216580057
222,0.0936818101864379,0.7065426422326362,0.161185317282017
223,0.3677434474989606,0.8804821251961165,0.3921757145415741
224,0.2652223052823257,0.4258684133661309,0.1202156477513817
225,0.2440079862321388,0.0616708503102176,0.0235182274714572
226,0.9730837045361,0.4614739822867013,0.5179821653874077
227,0.3931272772891589,0.137613004946349,0.070899032743615
228,0.8921136181829584,0.6474648471219491,0.5966044554803032
229,0.6311860742533194,0.047132836904868,0.1158073854260083
230,0.7948710565161831,0.3740068233021166,0.3438879693343889
231,0.502674880767862,0.0828452059445309,0.0862889060508156
232,0.5769472555786511,0.0033665278382643,0.0847601195379401
233,0.4925547207170541,0.9605839786936724,0.531504394710346
234,0.1952576659351394,0.9961550935675338,0.3572929212088427
235,0.7225064283577753,0.5555184241820609,0.4111137626522068
236,0.2807934705752622,0.2389625056802206,0.0679960104251228
237,0.0243177944770748,0.9111244140216836,0.2202619653219208
238,0.6455208217515894,0.9230623067908672,0.619305330399175
239,0.1771239943786268,0.8545326921553276,0.2678983212433612
240,0.9405292869179022,0.5443851471265608,0.5549878523643753
241,0.9540002922257044,0.074704241605779,0.2663482472203557
242,0.9149331686441672,0.0884413908623126,0.2533934263806634
243,0.3701865283490957,0.8966447616292513,0.4039542732731814
244,0.0154577785390322,0.8758512422195811,0.199968940479299
245,0.9283883524802232,0.4344093486249499,0.4674567524143153
246,0.4282163386955796,0.3281637597008658,0.1440003576211902
247,0.9667274910106242,0.644141861190329,0.65313449986083
248,0.9636924209003758,0.8070104256199441,0.7891792448503827
249,0.853073583710181,0.7317053219708992,0.6321525474120955
250,0.2944710283893275,0.6156200846903879,0.2084793777073232
251,0.3851266797940736,0.2315174928163644,0.0957084419527707
252,0.8512006589659936,0.2625121808758892,0.3121919441686953
253,0.3169458309781038,0.7240876491445418,0.2727869148489818
254,0.1695054889504908,0.8026422081490965,0.2378833199881846
255,0.5568431221192638,0.1161384228603449,0.1139932021666731
256,0.9362251531704046,0.1873022645723572,0.31771648782423
257,0.6960821233725561,0.6804892155930853,0.4769614905424376
258,0.5701040266144644,0.3889974220734539,0.2315321559083831
259,0.0971837993847322,0.5633085568969783,0.1098085605604283
260,0.6150534622156902,0.6148320773472391,0.3807285891764848
261,0.9901282811827212,0.776225087179048,0.7853057827419521
262,0.1400945465872456,0.805739392679714,0.2251802794482417
263,0.5183686197744671,0.2801040468964013,0.1604723001742279
264,0.8774390317986702,0.5413118058807073,0.5066330242859186
265,0.7408243078634863,0.1235273791845168,0.1880409309874697
266,0.69706814181498,0.8420386216894232,0.5962460730817589
267,0.7025368959103852,0.8454714869394028,0.6031628944223052
268,0.3595181773396764,0.2995140612543887,0.1093194785104088
269,0.2936139161523939,0.1606246812421821,0.0519335671357008
270,0.8094220022937226,0.0700937304951488,0.1946955616163001
271,0.8101742980468439,0.5749924569649026,0.4829328327258372
272,0.8671375040523547,0.0914306469840453,0.2312679556773565
273,0.9133092089019936,0.6806138015063594,0.6394664778710055
274,0.511380840978207,0.67814528916534,0.3561532871084559
275,0.501553998089569,0.6140045087732646,0.3132368723916898
276,0.7983551938549472,0.8765849170602216,0.7061315700929889
277,0.6500127942979883,0.3782912291355324,0.2661483278788156
278,0.7020196502979885,0.9022947139072156,0.6478397803406459
279,0.7958524961885639,0.0369263973434877,0.1745527889133832
280,0.8900722513674033,0.1127601285877753,0.2531202371124507
281,0.3380205669280032,0.412217043848077,0.141672578991284
282,0.3756111885224796,0.5940095634183583,0.2366434756283172
283,0.0939890052920433,0.0323765384111759,0.0040191426665851
284,0.5783236154137934,0.5674502764080012,0.330433257296689
285,0.0359449758944114,0.3074068785737,0.0296743453168219
286,0.4656330212412444,0.8871715178736531,0.4606410211573599
287,0.5426854300899454,0.5332994454619405,0.2914058438547602
288,0.2865627939610002,0.5879102830662073,0.1924802043889616
289,0.590877678715325,0.9456481499048208,0.594251898637402
290,0.0305025429117962,0.7641923114218343,0.1589665974952226
291,0.0373509965419084,0.4382854735507791,0.0569447540351069
292,0.8226624027977032,0.4768928976784102,0.425079503071802
293,0.3602177201180301,0.6479419154471386,0.2558294744303281
294,0.1270700649110726,0.2002047928809373,0.0269597574680588
295,0.522282521685936,0.0886533097221354,0.0939426289468607
296,0.7700514403039955,0.3112451849432219,0.2942842891384043
297,0.2158372526666446,0.7784044785497323,0.2488179496466625
298,0.6229373039888736,0.257330966114657,0.195032802761349
299,0.0853538813153271,0.1307628424252513,0.0117562055591334
300,0.0516856065393304,0.2190286989880144,0.0184468076395455
301,0.5313945781814228,0.6789918237151152,0.3687539496799685
302,0.5406757659196554,0.613965157239115,0.3355685866982806
303,0.6374778227249205,0.6883341692147565,0.4424363254392974
304,0.7261459204110748,0.3219670903112703,0.276499532538326
305,0.9759254428686588,0.900881218846352,0.8865931130618765
306,0.5163391631512444,0.4517829406721438,0.2359092684934896
307,0.3229807524272289,0.5137273405855184,0.1762133173971925
308,0.7952459759271178,0.9488344035376146,0.765633460690054
309,0.2708526121106689,0.9793045441540772,0.3933933114824181
310,0.4390044220582917,0.6615611521358793,0.3048752057953438
311,0.0784622796002997,0.9448395088429468,0.2635790990407417
312,0.0253526492543893,0.5415224691665063,0.0808871635614832
313,0.962720785448134,0.3072915044439671,0.4059675710780604
314,0.8360429685097492,0.3151016323763561,0.3335312750141421
315,0.696026528612047,0.5589561582825362,0.3964234410538034
316,0.4089836890133522,0.6050529729730059,0.2588197363196304
317,0.1733073481330387,0.4396293147532769,0.0945640864847015
318,0.1564488034230851,0.8837960995593835,0.2723777736189464
319,0.2502617111299556,0.4267080036545553,0.1153532778893259
320,0.5492679549177263,0.2734312627780121,0.1703575479840376
321,0.7146496451770595,0.0079821006660523,0.1314316855261038
322,0.6602470095763269,0.9705963118195476,0.6694443685262979
323,0.2799549420455043,0.8243362430769816,0.3069470367293133
324,0.9549370663065856,0.6155767301174716,0.6208192480026422
325,0.7379523909139585,0.8305653873355614,0.6192502736703452
326,0.5543957281939624,0.8103117995673168,0.4687800606669745
327,0.6117667346771551,0.9318767354456232,0.5997694833295801
328,0.4196316074646222,0.3860784366610011,0.1633965197494441
329,0.2477496136241929,0.554867696611713,0.1621477814114149
330,0.355999440256573,0.0986307708468119,0.0520224800198227
331,0.7579030844393717,0.9653423130431894,0.7474511786818527
332,0.0143945707152215,0.9851545084285036,0.2514862872481193
333,0.116081366710861,0.7891062266165545,0.2062426921257157
334,0.0460061004460164,0.4541336319652748,0.0629630254663595
335,0.0407318642621973,0.4965805819905749,0.0726703647202641
336,0.8555248965267754,0.4353790594405878,0.4194375200886224
337,0.7037107595463465,0.293318806223004,0.2502036938404305
338,0.4742094769154426,0.527806106338023,0.2527179868370687
339,0.097841515707584,0.0534465581278829,0.0057608883555946
340,0.4916528342173582,0.9919146893720044,0.5539973256694367
341,0.4735073658287693,0.4240619464054867,0.202778059084049
342,0.1732148910219142,0.9273924143567592,0.3049052960316867
343,0.43388426569226,0.7242916340883613,0.3376294358239212
344,0.3985346935123738,0.2899509927622385,0.1193088590384318
345,0.6158963969348092,0.2220588030967313,0.1767331604519543
346,0.6351413964577962,0.9957031667162576,0.6694463634000121
347,0.0453074156739613,0.7721478614042826,0.1682024742073076
348,0.3746407775601416,0.2496684280721944,0.0981028142637572
349,0.6259069671230919,0.0674469267516921,0.1209983551605949
350,0.5031740837694282,0.6969359568021234,0.3625196560545606
351,0.8565542310824288,0.3030248968520205,0.3384364033989161
352,0.6587431514277611,0.221336977445102,0.1949486888075112
353,0.1629466762991104,0.7349578856608738,0.2029362128486727
354,0.070574052675465,0.6792802423969759,0.1415326221208186
355,0.6424675745284744,0.4814260837437453,0.3179315292642061
356,0.0265133036306186,0.9426821889504916,0.2364440019731088
357,0.585819619189425,0.6796572963020631,0.4030844840383943
358,0.940300926823394,0.8934444453992751,0.8463765830933648
359,0.575517441344507,0.1905582498985314,0.147713142785559
360,0.3881991083628556,0.2966541726803968,0.1180533829797661
361,0.643336580090412,0.1045230449356362,0.1407704406596603
362,0.4582873414022849,0.3045884814629264,0.1464838226211263
363,0.5456578081413749,0.9718053965444832,0.5795997807298229
364,0.941535586988276,0.962883064919984,0.912874730866316
365,0.3861316645408086,0.7604075339022162,0.3308800829796393
366,0.9612628249946188,0.5210627757527084,0.553053592540603
367,0.9054187051474308,0.7808015461703893,0.7156706144736272
368,0.1958058541354344,0.5535023677114888,0.1413243216055184
369,0.0693665153757977,0.0035086023952547,0.0013366757480788
370,0.1007855777484761,0.5015610437388012,0.0913256421305531
371,0.0182231955468686,0.5989401280700403,0.0958750623028425
372,0.0944500608661103,0.2657557595003801,0.0326585823445834
373,0.6830581210584413,0.2032992266602112,0.1977391563060639
374,0.0711940003386932,0.2738167213220305,0.0299614864481261
375,0.3189996105046984,0.6236451196758936,0.2236602636858914
376,0.8449388276969046,0.1460681833189119,0.2471866790605963
377,0.0232736852924529,0.7203483649274323,0.1391905934251297
378,0.8145297133669614,0.422686593895768,0.3852750315903995
379,0.2818759642822864,0.3533577011473461,0.1015676555496753
380,0.1181737111137559,0.8072537758227157,0.2155689444446259
381,0.6967895452408759,0.5060773450225899,0.3641815883339058
382,0.6289901299598538,0.3784111009360739,0.255438258607674
383,0.8775379808360803,0.8781791751620159,0.7758811768348368
384,0.7351263055762912,0.3682618892623635,0.3064332840057196
385,0.803541335131684,0.8590242090285588,0.695735782046883
386,0.282055775597179,0.504212742114523,0.1556086314276837
387,0.1774528834749356,0.2080128911615197,0.0373989473503511
388,0.7506711819708503,0.6128352571859896,0.4679488792706679
389,0.8068953961494879,0.2853314735024957,0.3002631255973708
390,0.9905796070067228,0.1471592309481027,0.3258037163306229
391,0.4126486970207671,0.0865317815356484,0.0627173734014419
392,0.3720460536728419,0.2417040678919021,0.0948123520108042
393,0.776471330550862,0.736575157559008,0.5762223567728813
394,0.3408291614604306,0.8380225635098266,0.3497946294442079
395,0.9308272988393842,0.8617448478440617,0.8087952621906077
396,0.8584772862992689,0.27015579825998,0.3206128637395198
397,0.4290262786390341,0.6609913432939934,0.2990594390970113
398,0.7509275173910346,0.2303604760605006,0.2423640325868651
399,0.7545995997262775,0.6227794600153683,0.4775194745111215
400,0.1031316215665254,0.8872357048912981,0.2468851579298625
401,0.902620759540502,0.0408948216304996,0.2240605949588304
402,0.5052903567241375,0.9852531096177124,0.5592191188427685
403,0.8265195982033803,0.8271109146743892,0.6882766949592941
404,0.3200736619813997,0.7616833311792357,0.2945465332178063
405,0.8955905528742373,0.6913821505244132,0.6339023642399306
406,0.3892309384564326,0.7702953436666304,0.3384184645023574
407,0.0108384662421292,0.994623058910602,0.254470313355267
408,0.9054500419663188,0.7702127495648295,0.7067367845221668
409,0.0912935396106166,0.3516105779483681,0.0493761947889177
410,0.3193376432123411,0.6139389527492355,0.2192367423364727
411,0.9501333915867552,0.3369324006140049,0.4169440746603813
412,0.950678612459486,0.9700924628850626,0.9286189128915482
413,0.5734809985060569,0.9001648047847632,0.5466091306526724
414,0.6318847129447387,0.5676360376205043,0.3621600423718041
415,0.4484792355827131,0.7812955156299429,0.3806648784529905
416,0.2932328149373799,0.9097122808531644,0.3642405112502869
417,0.3286892539820386,0.2436070487540451,0.0824375217674791
418,0.6725690152198198,0.5794979974732832,0.3945842281844728
419,0.752431092065687,0.4817297366936364,0.3833761670047054
420,0.7916385537029099,0.7716128462916092,0.6150968343822304
421,0.7896775053534005,0.3790930800738884,0.3438249820318886
422,0.091212959815735,0.7089993872072243,0.161180487694606
423,0.4944574746368094,0.40300431374259,0.2027290294856384
424,0.0575630872162024,0.1110779584580064,0.0071584533191413
425,0.5495701952557047,0.1071244153052368,0.1085423349297528
426,0.441563695114693,0.1190596406775473,0.0791073109630269
427,0.8877709193097181,0.0325207817215279,0.2131660384399276
428,0.3509413939280297,0.5329880167158715,0.1966642878684199
429,0.1170758173875573,0.6719213967631438,0.1566936852868702
430,0.1430024319985126,0.1267319316435465,0.0183129124618656
431,0.7615678811868521,0.611875042552013,0.4747938608898009
432,0.618264540219684,0.5977567273560751,0.3721929111099797
433,0.1011302784060797,0.1470981484674621,0.0155093264897554
434,0.0841131291652882,0.4040938550387082,0.0599939627215444
435,0.7010218294900551,0.7551567428738589,0.5337232708978306
436,0.0727684766010245,0.0167564922644244,0.0020172587188921
437,0.8219218457583832,0.146951976897725,0.2362687203340743
438,0.7062953216125344,0.9958561115385618,0.7292660371854487
439,0.0813548963470947,0.7335653288742257,0.1671601469042119
440,0.0848440920842801,0.4641432068291991,0.0758621061845737
441,0.9867137528987292,0.6298189542071945,0.6577344013550896
442,0.374298932992252,0.8462445407362645,0.3749734815897181
443,0.3706700115055023,0.8423280466067571,0.3703516681851658
444,0.8128606725684459,0.324710479502705,0.3257124982371599
445,0.9473197904124986,0.491305106685569,0.5209244381721782
446,0.9860751902176456,0.6380728685074507,0.6639462673546309
447,0.7534348233406072,0.0718989190887399,0.1714463852412726
448,0.3762878722819124,0.9458229430491388,0.4399777067876287
449,0.0835069941838734,0.4327538789969188,0.0670870088943123
450,0.7772053409141855,0.3708726570375688,0.3317581624544149
451,0.5584462299074078,0.9071256272861165,0.5406363294186058
452,0.4242539017563085,0.1182899434393706,0.0740873727691479
453,0.906422523746326,0.039261890934109,0.225091823913183
454,0.1112058420014638,0.6850214919518134,0.1595787573313181
455,0.4926621392640417,0.3850136917497822,0.1938884148922425
456,0.0113544983210155,0.7644971020865687,0.1515177015158049
457,0.4686958753473532,0.0685465207277734,0.0726459403170744
458,0.0563075084955669,0.3837678324796046,0.0487478497176186
459,0.1188268488586042,0.2353317666552109,0.0315710107344983
460,0.1175350822614513,0.7396271335089771,0.184938382962433
461,0.6492591089793746,0.227176437889099,0.1933375326948526
462,0.7461009660378104,0.4579580901125182,0.3649024349199945
463,0.5834126220715256,0.8189003596670889,0.4949706673971836
464,0.962244883469692,0.9154160322103578,0.8874010182710309
465,0.3748987618508706,0.7226259206996334,0.3031944212666003
466,0.2857335657788681,0.429240367006943,0.1286680277516736
467,0.8686644284454534,0.5720018064985629,0.5224065648292936
468,0.2236126481903589,0.6897091573678532,0.2099637129036344
469,0.9632949533728414,0.8749569964293709,0.8505408670331347
470,0.01215538844886,0.8885987345738572,0.204229567290576
471,0.9699517410516798,0.9309954221612506,0.9095483138535324
472,0.0431631566617524,0.8107336799742348,0.1835335166390957
473,0.8912101087842536,0.146802024764442,0.2711915940121409
474,0.5277407810320719,0.7476603576950602,0.4094333805870685
475,0.9930394460392398,0.8146150627367961,0.8224602767241223
476,0.0738021126739268,0.8778958793872621,0.2279826371798742
477,0.5538959225119067,0.9248426539199398,0.5503944721328696
478,0.9693754066382568,0.509173995354373,0.550239020809024
479,0.5231371700479044,0.6551109416883001,0.3494313849218634
480,0.6294459555810878,0.0095530426943518,0.1027700385564292
481,0.6958009945488564,0.5727995216667309,0.4050735419791094
482,0.4545752366278701,0.4732115612614219,0.2166620720189329
483,0.6276052591589095,0.9623328481974988,0.6362838006427316
484,0.5843582399825591,0.9017344142795456,0.5558815588632079
485,0.9012257584852772,0.7976261454209017,0.7264335468264272
486,0.0454497969466258,0.0569957720025308,0.0026416469599678
